Project,Year,Month,Date,State,County,Site.Name,Coordinates,Block,Treatment,Site..Type,CollectionID,INHS.Barcode,Family,Genus,Species,Latin.Binomial,Station,Trap,Position,AM.PM,Flower.Association,Collector,Determined.By,Sex,Voutcher,Deposit
Decker_Burn Season,2016,July,7/13/2016,Illinois,Effingham,12 Mile Tract 3,"38.8706333333333, -88.7260166666666",1,GS,1GS,2686,"825,208",Halictidae,Agapostemon,sericeus,Agapostemon sericeus,a,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/11/2016,Illinois,Effingham,12 Mile Tract 2,"38.9384333333333, -88.6425166666666",1,DS,1DS,4068,"825,201",Halictidae,Agapostemon,sericeus,Agapostemon sericeus,a,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/11/2016,Illinois,Effingham,12 Mile Tract 2,"38.9384333333333, -88.6425166666666",1,DS,1DS,4069,,Halictidae,Agapostemon,sericeus,Agapostemon sericeus,e,V,,,,B. Decker,B. Decker,F,Y,Lab Reference Collection
Decker_Burn Season,2016,August,8/11/2016,Illinois,Effingham,12 Mile Tract 2,"38.9384333333333, -88.6425166666666",1,DS,1DS,4070,"825,202",Halictidae,Agapostemon,sericeus,Agapostemon sericeus,,A,,AM,SILA,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2016,August,8/12/2016,Illinois,Fayette,12 Mile Tract 5,"38.8221, -88.7857166666666",2,GS,2GS,4071,"825,203",Halictidae,Agapostemon,sericeus,Agapostemon sericeus,e,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/17/2016,Illinois,Effingham,Ballard Nature Center,"39.0587, -88.7093666666666",4,UB,4UB,4072,"825,204",Halictidae,Agapostemon,sericeus,Agapostemon sericeus,,A,,PM,CIVU,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2016,August,8/17/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,4073,"825,205",Halictidae,Agapostemon,sericeus,Agapostemon sericeus,,A,,PM,COTR,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2016,August,8/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,4074,"825,206",Halictidae,Agapostemon,sericeus,Agapostemon sericeus,,A,,PM,RUSU,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2016,August,8/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,4265,"825,207",Halictidae,Agapostemon,sericeus,Agapostemon sericeus,,A,,PM,SIIN,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2016,July,7/13/2016,Illinois,Effingham,12 Mile Tract 3,"38.8706333333333, -88.7260166666666",1,GS,1GS,2687,,Halictidae,Agapostemon,texanus,Agapostemon texanus,a,V,,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,347,,Halictidae,Agapostemon,virescens,Agapostemon virescens,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,348,,Halictidae,Agapostemon,virescens,Agapostemon virescens,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0587, -88.7093666666666",4,UB,4UB,349,,Halictidae,Agapostemon,virescens,Agapostemon virescens,a,Y,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,350,"825,285",Halictidae,Agapostemon,virescens,Agapostemon virescens,a,W,G,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,351,"825,286",Halictidae,Agapostemon,virescens,Agapostemon virescens,c,Y,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,352,"825,287",Halictidae,Agapostemon,virescens,Agapostemon virescens,,A,,AM,PEDI,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,2684,,Halictidae,Agapostemon,virescens,Agapostemon virescens,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,2685,"825,288",Halictidae,Agapostemon,virescens,Agapostemon virescens,e,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/27/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,2688,"825,289",Halictidae,Agapostemon,virescens,Agapostemon virescens,,A,,AM,ERYU,B. Decker,M. Arduser,M,Y,INHS
Decker_Burn Season,2016,July,7/27/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,2689,,Halictidae,Agapostemon,virescens,Agapostemon virescens,,A,,AM,SIIN,B. Decker,M. Arduser,M,Y,Lab Reference Collection
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3145,,Halictidae,Agapostemon,virescens,Agapostemon virescens,a,V,,,,B. Decker,B. Decker,F,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3146,,Halictidae,Agapostemon,virescens,Agapostemon virescens,a,V,,,,B. Decker,B. Decker,F,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/11/2016,Illinois,Effingham,12 Mile Tract 3,"38.8706333333333, -88.7260166666666",1,GS,1GS,4059,"825,290",Halictidae,Agapostemon,virescens,Agapostemon virescens,b,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/12/2016,Illinois,Fayette,12 Mile Tract 4,"38.8433833333333, -88.7595166666666",2,DS,2DS,4060,"825,291",Halictidae,Agapostemon,virescens,Agapostemon virescens,b,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/17/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,4061,"825,292",Halictidae,Agapostemon,virescens,Agapostemon virescens,e,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,4062,"825,293",Halictidae,Agapostemon,virescens,Agapostemon virescens,,A,,PM,SIIN,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2016,August,8/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,4063,,Halictidae,Agapostemon,virescens,Agapostemon virescens,,A,,AM,SITE,B. Decker,B. Decker,M,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,4064,,Halictidae,Agapostemon,virescens,Agapostemon virescens,,A,,AM,SITE,B. Decker,B. Decker,M,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,4065,"825,294",Halictidae,Agapostemon,virescens,Agapostemon virescens,,A,,AM,SITE,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/17/2016,Illinois,Effingham,Ballard Nature Center,"39.0587, -88.7093666666666",4,UB,4UB,4066,"825,295",Halictidae,Agapostemon,virescens,Agapostemon virescens,c,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,NA,August,,Illinois,NA,NA,NA,NA,,,4067,,Halictidae,Agapostemon,virescens,Agapostemon virescens,,,,,,B. Decker,B. Decker,F,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,4284,"825,296",Halictidae,Agapostemon,virescens,Agapostemon virescens,,A,,PM,CIVU,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,Forbes State Park,"38.7339, -88.7894833333333",7,DS,7DS,4901,,Halictidae,Agapostemon,virescens,Agapostemon virescens,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,4902,,Halictidae,Agapostemon,virescens,Agapostemon virescens,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,4903,,Halictidae,Agapostemon,virescens,Agapostemon virescens,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,4904,,Halictidae,Agapostemon,virescens,Agapostemon virescens,e,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,4905,,Halictidae,Agapostemon,virescens,Agapostemon virescens,a,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,4906,"825,297",Halictidae,Agapostemon,virescens,Agapostemon virescens,a,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4907,"825,298",Halictidae,Agapostemon,virescens,Agapostemon virescens,d,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4908,,Halictidae,Agapostemon,virescens,Agapostemon virescens,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4909,,Halictidae,Agapostemon,virescens,Agapostemon virescens,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4910,,Halictidae,Agapostemon,virescens,Agapostemon virescens,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4911,,Halictidae,Agapostemon,virescens,Agapostemon virescens,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4912,,Halictidae,Agapostemon,virescens,Agapostemon virescens,c,V,,,,B. Decker,B. Decker,F,Y,Display 1
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4913,,Halictidae,Agapostemon,virescens,Agapostemon virescens,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4914,,Halictidae,Agapostemon,virescens,Agapostemon virescens,a,B,O,,,B. Decker,B. Decker,F,Y,Display 2
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4915,"825,299",Halictidae,Agapostemon,virescens,Agapostemon virescens,a,B,G,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4916,,Halictidae,Agapostemon,virescens,Agapostemon virescens,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/12/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4917,"825,300",Halictidae,Agapostemon,virescens,Agapostemon virescens,e,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5565,"825,301",Halictidae,Agapostemon,virescens,Agapostemon virescens,b,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,July,7/8/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,5566,"825,303",Halictidae,Agapostemon,virescens,Agapostemon virescens,d,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,July,7/10/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,5567,"825,304",Halictidae,Agapostemon,virescens,Agapostemon virescens,c,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,July,7/10/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,5568,,Halictidae,Agapostemon,virescens,Agapostemon virescens,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5569,"825,302",Halictidae,Agapostemon,virescens,Agapostemon virescens,d,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,6778,"825,305",Halictidae,Agapostemon,virescens,Agapostemon virescens,c,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,6779,"825,306",Halictidae,Agapostemon,virescens,Agapostemon virescens,a,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,6780,"825,307",Halictidae,Agapostemon,virescens,Agapostemon virescens,e,V,,,,B. Decker,M. Arduser,M,Y,INHS
Decker_Burn Season,2017,August,8/9/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,6781,"825,308",Halictidae,Agapostemon,virescens,Agapostemon virescens,d,V,,,,B. Decker,M. Arduser,M,Y,INHS
Decker_Burn Season,2017,August,8/9/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,6782,,Halictidae,Agapostemon,virescens,Agapostemon virescens,d,V,,,,B. Decker,M. Arduser,M,Y,Lab Reference Collection
Decker_Burn Season,2016,May,5/15/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,73,,Andrenidae,Andrena,cressonii,Andrena cressonii,e,W,G,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2016,May,5/13/2016,Illinois,Fayette,12 Mile Tract 5,"38.8221, -88.7857166666666",2,GS,2GS,105,,Andrenidae,Andrena,ilicis,Andrena ilicis,d,W,O,,,B. Decker,M. Arduser,M,Y,Lab Reference Collection
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,38,,Andrenidae,Andrena,imitatrix,Andrena imitatrix,e,W,O,,,B. Decker,M. Arduser,M,Y,Lab Reference Collection
Decker_Burn Season,2017,May,5/23/2017,Illinois,Marion,Forbes State Park,"38.7339, -88.7894833333333",7,DS,7DS,4340,,Andrenidae,Andrena,perplexa,Andrena perplexa,e,B,O,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,815,,Andrenidae,Andrena,rudbeckiae,Andrena rudbeckiae,,A,,PM,RUHI,B. Decker,M. Arduser,M,Y,Lab Reference Collection
Decker_Burn Season,2016,June,6/19/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,816,"825,319",Andrenidae,Andrena,rudbeckiae,Andrena rudbeckiae,,A,,PM,RUHI,B. Decker,M. Arduser,M,Y,INHS
Decker_Burn Season,2016,August,8/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,4213,"825,320",Andrenidae,Andrena,rudbeckiae,Andrena rudbeckiae,,A,,PM,RUSU,B. Decker,M. Arduser,F,Y,INHS
Decker_Burn Season,2016,August,8/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,4214,,Andrenidae,Andrena,rudbeckiae,Andrena rudbeckiae,,A,,PM,RUSU,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,4862,"825,321",Andrenidae,Andrena,rudbeckiae,Andrena rudbeckiae,,A,,AM,RUHI,B. Decker,M. Arduser,F,Y,INHS
Decker_Burn Season,2016,August,8/17/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,4271,,Andrenidae,Andrena,simplex,Andrena simplex,a,Y,O,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2016,May,5/13/2016,Illinois,Fayette,12 Mile Tract 5,"38.8221, -88.7857166666666",2,GS,2GS,106,"825,323",Andrenidae,Andrena,sp.,Andrena sp.,a,Y,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,May,5/13/2016,Illinois,Fayette,12 Mile Tract 4,"38.8547833333333, -88.7455666666666",2,UB,2UB,120,825322,Andrenidae,Andrena,violae,Andrena violae,a,B,G,,,B. Decker,M. Arduser,F,Y,INHS
Decker_Burn Season,2016,May,5/13/2016,Illinois,Fayette,12 Mile Tract 4,"38.8547833333333, -88.7455666666666",2,UB,2UB,124,,Andrenidae,Andrena,violae,Andrena violae,a,B,G,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,Forbes State Park,"38.7339, -88.7894833333333",7,DS,7DS,4863,,Andrenidae,Andrena,wilkella,Andrena wilkella,d,B,G,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4868,,Apidae,Anthophora,abrupta,Anthophora abrupta,d,V,,,,B. Decker,B. Decker,F,Y,Lab Reference Collection
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,Forbes State Park,"38.7339, -88.7894833333333",7,DS,7DS,4869,,Apidae,Anthophora,abrupta,Anthophora abrupta,e,V,,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,Forbes State Park,"38.7339, -88.7894833333333",7,DS,7DS,4870,"825,315",Apidae,Anthophora,abrupta,Anthophora abrupta,,A,,AM,ASIN,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,539,,Apidae,Anthophora,terminalis,Anthophora terminalis,c,V,,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,1751,"825,316",Apidae,Anthophora,terminalis,Anthophora terminalis,c,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1752,,Apidae,Anthophora,terminalis,Anthophora terminalis,e,V,,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1753,"825,317",Apidae,Anthophora,terminalis,Anthophora terminalis,e,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4336,"825,318",Apidae,Anthophora,terminalis,Anthophora terminalis,b,V,,,,B. Decker,M. Arduser,F,Y,INHS
Decker_Burn Season,2017,July,7/8/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,6233,,Apidae,Anthophora,walshii,Anthophora walshii,e,B,O,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,1,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,2,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,3,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,4,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,5,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,6,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,7,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,8,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,9,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,10,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,11,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,12,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,13,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,14,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,15,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,16,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,17,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,18,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,19,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,20,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,21,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,22,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,23,,Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,May,5/11/2016,Illinois,Effingham,Ballard Nature Center,"39.0610833333333, -88.7050333333333",4,GS,4GS,24,"825,209",Apidae,Apis,mellifera,Apis mellifera,,A,,AM,TROH,B. Decker,B. Decker,F,Y,INHS
