Project,Year,Month,Date,State,County,Site.Name,Coordinates,Block,Treatment,Site..Type,CollectionID,INHS.Barcode,Family,Genus,Species,Latin.Binomial,Station,Trap,Position,AM.PM,Flower.Association,Collector,Determined.By,Sex,Voutcher,Deposit
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5718,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5719,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5720,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5721,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5722,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5723,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5724,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5725,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5726,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,a,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5727,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,a,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5728,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,a,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5729,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,c,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5730,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5731,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5732,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5733,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5734,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5735,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5736,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,d,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5737,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,d,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5738,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5739,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,e,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5740,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,d,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5741,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,d,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5742,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,d,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5743,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,c,B,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,6571,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,W,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,6572,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,6573,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,b,Y,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,August,8/9/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,6574,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,a,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,August,8/9/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,6575,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,a,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,6576,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,,A,,PM,SOJU,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,6577,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,c,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,6578,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,6579,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,6580,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,a,Y,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,6581,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,d,Y,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,August,8/8/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,6582,,Halictidae,Lasioglossum,bruneri,Lasioglossum bruneri,a,Y,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/20/2016,Illinois,Effingham,12 Mile Tract 3,"38.8706333333333, -88.7260166666666",1,GS,1GS,735,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,b,V,,,,B. Decker,M. Arduser,F,Y,Lab Reference Collection
Decker_Burn Season,2016,June,6/14/2016,Illinois,Fayette,12 Mile Tract 4,"38.8433833333333, -88.7595166666666",2,DS,2DS,801,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,Y,O,,,B. Decker,B. Decker,F,Y,iNHS
Decker_Burn Season,2016,June,6/14/2016,Illinois,Fayette,12 Mile Tract 5,"38.8221, -88.7857166666666",2,GS,2GS,802,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,e,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/14/2016,Illinois,Fayette,12 Mile Tract 4,"38.8433833333333, -88.7595166666666",2,DS,2DS,803,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,AM,ASSY,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/19/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,804,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERST,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,805,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,AM,PEDI,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,806,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,e,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,807,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,d,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,808,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,e,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.0587, -88.7093666666666",4,UB,4UB,809,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,a,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,June,6/13/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,839,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.7338166666666, -88.7027166666666",4,DS,4DS,2724,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,e,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0587, -88.7093666666666",4,UB,4UB,2725,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/12/2016,Illinois,Effingham,Ballard Nature Center,"39.0587, -88.7093666666666",4,UB,4UB,2726,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,a,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/21/2016,Illinois,Fayette,12 Mile Tract 4,"38.8547833333333, -88.7455666666666",2,UB,2UB,2727,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,e,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/27/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,2728,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,AM,ERYU,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,2729,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,2730,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,b,Y,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,2731,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2732,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,b,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2733,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2734,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,d,Y,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2735,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2736,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,AM,CHFA,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2737,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2738,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2739,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2740,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2741,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2742,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2743,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2744,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,AM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2745,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,AM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2746,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,AM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2747,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,AM,ERYU,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2782,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,e,B,O,,,B. Decker,M. Arduser,F,Y,INHS
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2852,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERYU,B. Decker,M. Arduser,M,Y,INHS
Decker_Burn Season,2016,July,7/29/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,2857,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,AM,ERYU,B. Decker,M. Arduser,M,Y,Other
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3309,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,EUPE,B. Decker,M. Arduser,M,Y,Lab Reference Collection
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3313,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,EUPE,B. Decker,M. Arduser,M,Y,INHS
Decker_Burn Season,2016,August,8/11/2016,Illinois,Effingham,12 Mile Tract 1,"38.9734666666666, -88.5996833333333",1,UB,1UB,3438,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,d,Y,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/11/2016,Illinois,Effingham,12 Mile Tract 3,"38.8706333333333, -88.7260166666666",1,GS,1GS,3439,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,d,V,,,,B. Decker,B. Decker,F,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/11/2016,Illinois,Effingham,12 Mile Tract 3,"38.8706333333333, -88.7260166666666",1,GS,1GS,3440,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,d,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/11/2016,Illinois,Effingham,12 Mile Tract 3,"38.8706333333333, -88.7260166666666",1,GS,1GS,3441,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,b,V,,,,B. Decker,B. Decker,F,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/11/2016,Illinois,Effingham,12 Mile Tract 3,"38.8706333333333, -88.7260166666666",1,GS,1GS,3442,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,a,B,O,,,B. Decker,B. Decker,F,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/11/2016,Illinois,Effingham,12 Mile Tract 3,"38.8706333333333, -88.7260166666666",1,GS,1GS,3443,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/17/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3444,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,d,W,G,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/17/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3445,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,b,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,August,8/17/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3446,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,August,8/17/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3447,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,a,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3448,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,EUPE,B. Decker,B. Decker,F,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3449,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,EUPE,B. Decker,B. Decker,F,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3450,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,EUPE,B. Decker,B. Decker,F,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3451,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,EUPE,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8111, -88.8071333333333",3,DS,3DS,3452,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,EUPE,B. Decker,B. Decker,F,Y,UIUC Ento Dept Teaching Collection
Decker_Burn Season,2016,August,8/17/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,3453,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,a,W,G,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,12 Mile Tract 5,"38.81335, -88.7965833333333",3,UB,3UB,3454,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERYU,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/17/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,3455,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,d,B,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,August,8/17/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,3456,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,August,8/17/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,3457,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,c,W,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,3458,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,EUSE,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,3459,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERCA,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,3460,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERCA,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,3461,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERCA,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,3462,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERST,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2016,August,8/16/2016,Illinois,Marion,PRSNA Loy Tract,"38.8162666666666, -88.7988666666666",3,GS,3GS,3463,,Halictidae,Lasioglossum,callidum,Lasioglossum callidum,,A,,PM,ERST,B. Decker,B. Decker,F,Y,Other
